parcel_uuid,project_id,project_type,state,district,village,survey_number,sub_division_number,official_owner,official_area,land_classification,record_status,land_area_sqm,location_type,latitude,longitude,base_market_value,multiplier,asset_value,solatium_100_percent,total_compensation,number_of_parcels,number_of_owners,affected_families,proposal_days,verification_days,approval_days,notification_days,award_days,compensation_days,possession_days,rr_days,missing_documents,verification_rejections,approval_resubmissions,land_record_issues,boundary_disputes,ownership_disputes,legal_cases,compensation_percentage,possession_percentage,rr_percentage,previous_delays,current_pending_tasks,target_completion_days,actual_completion_days,delay_days,delayed,survey_officer_name,landowner_name,project_issue_date,project_deadline_date
UP-LKO-2026-10563,P002,Railway,Bihar,Patna,ABC Village,159/3,3,Vikram Verma,4.92 acres,Commercial,Verified,19910.55,RURAL,26.9593,81.5092,42011260.5,2.03,50000,85332858.82,170665717.6,6,9,10,19,22,13,74,34,23,39,51,1,3,0,0,0,0,0,25,0,100,2,0,337,224,0,0,Anil Singh,Vikram Verma,16-07-2025,18-06-2026
UP-LKO-2026-10564,P001,Transmission,Bihar,Patna,ABC Village,192/B,B,Priya Yadav,1.75 acres,Agricultural,Disputed,7082.01,RURAL,26.9595,81.5102,26500881.42,3.44,200000,91363032.08,182726064.2,5,9,13,10,48,12,60,90,46,59,148,3,1,0,3,2,0,0,75,0,50,3,6,400,385,0,0,Sanjay Yadav,Priya Yadav,31-03-2025,05-05-2026
UP-LKO-2026-10565,P009,Highway,Uttar Pradesh,Kanpur,Bithoor,195/B,B,Amit Gupta,3.44 acres,Residential,Active,13921.2,URBAN,26.9597,81.5112,18334220.4,1.47,0,26951303.99,53902607.98,2,3,1,18,30,29,44,78,36,51,62,1,1,0,2,0,1,1,50,0,100,0,10,356,451,95,1,Kavita Joshi,Amit Gupta,31-03-2025,22-03-2026
UP-LKO-2026-10566,P005,Highway,Uttar Pradesh,Lucknow,Malhaur,170/2A,2A,Neha Gupta,3.6 acres,Residential,Pending Review,14568.7,URBAN,26.9599,81.5122,14626974.8,1.68,0,24573317.66,49146635.33,1,6,4,25,56,31,65,98,84,25,133,2,1,1,4,1,1,0,100,50,100,3,6,251,459,208,1,Deepa Verma,Neha Gupta,19-02-2025,28-10-2025
UP-LKO-2026-10567,P009,Highway,Maharashtra,Nashik,Ozar,151/A,A,Amit Verma,4.33 acres,Agricultural,Disputed,17522.9,RURAL,26.9601,81.5132,46453207.9,3.6,0,167231548.4,334463096.9,1,6,6,26,38,11,57,61,55,41,130,5,0,0,4,2,1,0,50,0,100,3,5,326,394,68,1,Arvind Reddy,Amit Verma,22-03-2025,11-02-2026
UP-LKO-2026-10568,P009,Railway,Uttar Pradesh,Kanpur,Bithoor,140/3,3,Vikram Sharma,4.79 acres,Multi-crop,Disputed,19384.46,URBAN,26.9603,81.5142,46290090.48,1.71,0,79156054.72,158312109.4,7,8,18,26,34,19,38,101,64,43,147,2,2,2,4,3,0,1,75,50,100,3,3,263,535,272,1,Suresh Das,Vikram Sharma,08-06-2025,26-02-2026
UP-LKO-2026-10569,P006,Railway,Maharashtra,Nashik,Ozar,11/2A,2A,Ramesh Singh,2.4 acres,Agricultural,Verified,9712.46,RURAL,26.9605,81.5152,21707348.1,3.23,50000,70164734.36,140329468.7,9,12,19,29,32,30,88,98,54,25,64,0,1,1,2,2,2,2,0,0,0,2,3,355,746,391,1,Rajesh Deshmukh,Ramesh Singh,28-05-2025,18-05-2026
UP-LKO-2026-10570,P003,Highway,Bihar,Muzaffarpur,PQR Village,182/A,A,Pooja Sharma,4.59 acres,Commercial,Verified,18575.09,RURAL,26.9607,81.5162,31540502.82,3.48,0,109760949.8,219521899.6,10,10,10,28,57,24,72,40,58,26,35,3,0,0,2,3,2,2,100,50,50,1,5,279,725,446,1,Anil Verma,Pooja Sharma,11-07-2025,16-04-2026
UP-LKO-2026-10571,P007,Highway,Tamil Nadu,Chennai,Kolathur,105/B,B,Pooja Verma,4.21 acres,Commercial,Pending Review,17037.28,RURAL,26.9609,81.5172,64690552.16,3.44,200000,222735499.4,445470998.9,6,7,0,29,50,41,58,118,18,29,0,2,1,2,1,0,1,1,0,0,100,0,4,373,508,135,1,Priya Verma,Pooja Verma,06-03-2025,14-03-2026
UP-LKO-2026-10572,P004,Transmission,Uttar Pradesh,Lucknow,Malhaur,98/3,3,Anjali Singh,3.08 acres,Multi-crop,Verified,12464.33,URBAN,26.9611,81.5182,12626366.29,1.23,0,15530430.54,31060861.07,5,5,3,20,55,42,52,62,32,49,59,1,1,0,3,2,0,0,100,100,50,3,3,224,372,148,1,Anil Singh,Anjali Singh,10-05-2025,20-12-2025
UP-LKO-2026-10573,P001,Railway,Maharashtra,Nagpur,Butibori,169/3,3,Pooja Singh,2.32 acres,Residential,Active,9388.72,URBAN,26.9613,81.5192,9914488.32,1.75,0,17350354.56,34700709.12,10,13,5,29,43,15,65,67,95,45,25,5,0,1,0,2,1,1,0,0,50,0,6,204,584,380,1,Rajesh Das,Pooja Singh,04-05-2025,24-11-2025
UP-LKO-2026-10574,P001,Transmission,Uttar Pradesh,Varanasi,Sarnath,202/2A,2A,Vikram Yadav,0.79 acres,Multi-crop,Verified,3197.02,RURAL,26.9615,81.5202,9210614.62,3.39,0,31223983.56,62447967.12,7,12,15,28,52,38,80,42,97,15,120,5,0,1,4,2,2,2,100,0,0,2,6,391,742,351,1,Deepa Singh,Vikram Yadav,27-12-2025,22-01-2027
UP-LKO-2026-10575,P003,Railway,Maharashtra,Pune,Hinjewadi,209/B,B,Manoj Devi,1.74 acres,Multi-crop,Pending Review,7041.54,URBAN,26.9617,81.5212,26617021.2,1.76,50000,46895957.31,93791914.62,4,8,3,29,51,22,85,62,65,14,146,1,1,0,1,0,2,0,50,0,0,0,4,391,418,27,1,Rajesh Patil,Manoj Devi,04-04-2025,30-04-2026
UP-LKO-2026-10576,P005,Railway,Maharashtra,Nagpur,Butibori,153/2A,2A,Vikram Verma,3.94 acres,Agricultural,Verified,15944.63,URBAN,26.9619,81.5222,22290592.74,1.77,50000,39504349.15,79008698.3,6,6,3,15,54,10,49,92,46,30,38,3,2,0,2,1,0,2,25,0,100,1,2,377,566,189,1,Meena Yadav,Vikram Verma,01-05-2025,13-05-2026
UP-LKO-2026-10577,P007,Highway,Tamil Nadu,Karaikudi,Kanadukathan,88/2A,2A,Priya Verma,3.26 acres,Residential,Pending Review,13192.76,RURAL,26.9621,81.5232,33311719,3.78,0,125918297.8,251836595.6,5,6,6,22,39,44,88,82,27,51,148,2,3,1,4,2,0,0,50,0,0,2,3,370,413,43,1,Priya Iyer,Priya Verma,19-07-2025,24-07-2026
UP-LKO-2026-10578,P004,Transmission,Uttar Pradesh,Kanpur,Bithoor,66/A,A,Pooja Sharma,1.22 acres,Residential,Active,4937.17,URBAN,26.9623,81.5242,14258546.96,1.95,50000,27854166.57,55708333.14,7,11,17,29,30,11,34,36,86,25,23,0,0,2,0,1,2,0,25,0,100,3,3,303,371,68,1,Meena Deshmukh,Pooja Sharma,22-09-2025,22-07-2026
UP-LKO-2026-10579,P005,Transmission,Uttar Pradesh,Varanasi,Sarnath,203/1,1,Neha Kumar,3.21 acres,Multi-crop,Pending Review,12990.42,RURAL,26.9625,81.5252,19186850.34,2.58,0,49502073.88,99004147.75,3,4,3,24,55,26,70,53,27,11,40,3,1,0,4,0,2,0,100,50,0,0,4,215,356,141,1,Anil Deshmukh,Neha Kumar,01-07-2025,01-02-2026
UP-LKO-2026-10580,P009,Highway,Uttar Pradesh,Kanpur,Bithoor,224/B,B,Amit Mishra,1.91 acres,Agricultural,Disputed,7729.5,URBAN,26.9627,81.5262,30268722,1.07,50000,32437532.54,64875065.08,3,5,20,10,41,31,58,50,69,22,108,3,2,2,1,2,2,1,50,0,100,1,6,356,551,195,1,Suresh Sharma,Amit Mishra,28-12-2025,19-12-2026
UP-LKO-2026-10581,P008,Railway,Bihar,Patna,ABC Village,210/1,1,Amit Kumar,1.76 acres,Residential,Verified,7122.47,RURAL,26.9629,81.5272,12215036.05,3.81,0,46539287.35,93078574.7,10,11,11,21,22,25,45,83,66,32,86,2,0,1,2,2,2,0,50,0,100,3,3,297,444,147,1,Arvind Joshi,Amit Kumar,26-06-2025,19-04-2026
UP-LKO-2026-10582,P002,Transmission,Maharashtra,Pune,Hinjewadi,120/A,A,Ramesh Verma,4.77 acres,Residential,Active,19303.52,URBAN,26.9631,81.5282,31773593.92,1.75,50000,55653789.36,111307578.7,2,2,14,24,60,31,50,62,46,60,51,1,2,2,0,2,2,0,0,0,0,0,1,348,483,135,1,Arvind Singh,Ramesh Verma,20-04-2025,03-04-2026
UP-LKO-2026-10583,P006,Transmission,Tamil Nadu,Chennai,Kolathur,222/2A,2A,Neha Sharma,2.24 acres,Commercial,Verified,9064.97,RURAL,26.9633,81.5292,17993965.45,2.51,50000,45214853.28,90429706.56,8,13,5,21,35,40,54,40,93,43,54,3,3,0,0,0,0,1,25,0,50,2,6,337,446,109,1,Rajesh Singh,Neha Sharma,13-05-2025,15-04-2026
UP-LKO-2026-10584,P001,Highway,Tamil Nadu,Karaikudi,Kanadukathan,184/3,3,Priya Kumar,2.92 acres,Agricultural,Pending Review,11816.83,RURAL,26.9635,81.5302,12892161.53,2.05,0,26428931.14,52857862.27,8,11,14,23,19,16,36,47,43,30,121,3,3,0,3,1,1,0,100,0,0,0,5,265,289,24,1,Rajesh Yadav,Priya Kumar,09-11-2025,01-08-2026
UP-LKO-2026-10585,P001,Transmission,Tamil Nadu,Chennai,Kolathur,73/3,3,Vikram Gupta,1.72 acres,Agricultural,Verified,6960.6,RURAL,26.9637,81.5312,26638216.2,2.88,200000,76918062.66,153836125.3,8,8,3,15,38,18,84,104,39,32,90,5,3,2,4,2,0,0,75,50,50,1,2,364,390,26,1,Priya Patil,Vikram Gupta,13-12-2025,12-12-2026
UP-LKO-2026-10586,P009,Highway,Maharashtra,Nashik,Ozar,248/2A,2A,Vikram Singh,4.37 acres,Agricultural,Pending Review,17684.78,RURAL,26.9639,81.5322,66105707.64,2.13,200000,141005157.3,282010314.5,6,9,7,14,54,27,67,70,24,26,38,1,3,2,3,1,2,0,25,0,100,3,0,257,402,145,1,Sanjay Joshi,Vikram Singh,23-10-2025,07-07-2026
UP-LKO-2026-10587,P004,Transmission,Maharashtra,Pune,Hinjewadi,98/3,3,Ramesh Gupta,4.16 acres,Commercial,Pending Review,16834.94,URBAN,26.9641,81.5332,28383708.84,1.57,200000,44762422.88,89524845.76,8,13,10,23,35,42,83,68,44,10,22,4,1,1,4,0,0,0,75,100,50,0,4,337,305,0,0,Priya Reddy,Ramesh Gupta,26-01-2025,29-12-2025
UP-LKO-2026-10588,P002,Transmission,Maharashtra,Nagpur,Butibori,198/2A,2A,Sunita Verma,4.83 acres,Residential,Verified,19546.33,URBAN,26.9643,81.5342,74197868.68,1.19,200000,88495463.73,176990927.5,9,11,17,19,33,16,66,116,73,20,112,5,1,2,1,0,0,0,50,0,0,3,0,306,343,37,1,Suresh Das,Sunita Verma,01-12-2025,03-10-2026
UP-LKO-2026-10589,P002,Transmission,Tamil Nadu,Coonor,Hubbathala,137/A,A,Sunita Yadav,2.86 acres,Residential,Pending Review,11574.02,RURAL,26.9645,81.5352,12349479.34,3.12,50000,38580375.54,77160751.08,9,9,17,18,41,20,33,30,79,48,114,2,3,0,0,0,2,0,25,0,50,0,0,282,359,77,1,Suresh Singh,Sunita Yadav,16-09-2025,25-06-2026
UP-LKO-2026-10590,P008,Transmission,Bihar,Siwan,XYZ Village,72/3,3,Neha Yadav,2.22 acres,Agricultural,Disputed,8984.03,RURAL,26.9647,81.5362,9289487.02,2.55,200000,23888191.9,47776383.8,3,4,9,17,31,41,70,82,64,41,128,1,0,0,2,2,2,2,50,0,0,0,0,218,736,518,1,Deepa Patil,Neha Yadav,23-07-2025,26-02-2026
UP-LKO-2026-10591,P008,Railway,Maharashtra,Nagpur,Butibori,155/3,3,Pooja Sharma,1.46 acres,Multi-crop,Disputed,5908.42,URBAN,26.9649,81.5372,19149189.22,1.11,50000,21305600.03,42611200.07,2,6,18,30,49,23,62,120,28,19,142,0,0,0,3,2,2,1,50,0,100,1,5,303,601,298,1,Meena Reddy,Pooja Sharma,08-03-2025,05-01-2026
UP-LKO-2026-10592,P007,Highway,Bihar,Muzaffarpur,PQR Village,60/2A,2A,Sunita Verma,3.39 acres,Commercial,Verified,13718.86,RURAL,26.9651,81.5382,47741632.8,3.4,200000,162521551.5,325043103,8,11,0,24,33,29,41,41,82,15,0,0,1,0,0,1,0,0,0,0,100,1,1,295,295,0,0,Kavita Sharma,Sunita Verma,30-07-2025,21-05-2026
UP-LKO-2026-10593,P008,Transmission,Tamil Nadu,Coonor,Hubbathala,199/1,1,Vikram Sharma,4.98 acres,Residential,Disputed,20153.36,RURAL,26.9653,81.5392,70879367.12,3.47,200000,246151403.9,492302807.8,5,8,6,14,57,45,61,85,34,22,120,1,2,0,1,1,2,2,100,100,0,3,5,200,678,478,1,Priya Iyer,Vikram Sharma,29-12-2025,17-07-2026
UP-LKO-2026-10594,P008,Highway,Maharashtra,Nashik,Ozar,103/B,B,Manoj Verma,3.23 acres,Agricultural,Verified,13071.36,RURAL,26.9655,81.5402,51056732.16,3.41,0,174103456.7,348206913.3,7,7,8,12,28,15,89,83,60,28,119,4,0,0,2,3,1,2,75,0,50,1,10,260,690,430,1,Ramesh Reddy,Manoj Verma,21-07-2025,07-04-2026
UP-LKO-2026-10595,P004,Highway,Tamil Nadu,Coonor,Hubbathala,163/A,A,Pooja Sharma,1.08 acres,Multi-crop,Disputed,4370.61,RURAL,26.9657,81.5412,6048924.24,2.4,50000,14567418.18,29134836.35,3,4,2,25,49,37,41,57,28,58,46,3,0,0,3,3,2,0,0,0,0,3,1,358,475,117,1,Ramesh Joshi,Pooja Sharma,21-01-2025,14-01-2026
UP-LKO-2026-10596,P001,Transmission,Tamil Nadu,Chennai,Kolathur,53/A,A,Sunita Singh,4.09 acres,Agricultural,Disputed,16551.66,RURAL,26.9659,81.5422,18570962.52,2.02,200000,37713344.29,75426688.58,4,5,5,21,46,26,66,73,31,14,98,0,2,1,1,0,0,2,0,0,0,0,7,281,517,236,1,Priya Das,Sunita Singh,03-08-2025,11-05-2026
UP-LKO-2026-10597,P002,Transmission,Uttar Pradesh,Varanasi,Sarnath,114/1,1,Vikram Devi,1.43 acres,Residential,Active,5787.01,RURAL,26.9661,81.5432,21157308.56,2.24,200000,47592371.17,95184742.35,4,7,14,19,19,30,36,54,98,32,82,5,0,0,1,1,0,0,75,50,50,1,6,355,318,0,0,Anil Verma,Vikram Devi,11-09-2025,01-09-2026
UP-LKO-2026-10598,P008,Railway,Maharashtra,Nagpur,Butibori,73/B,B,Rahul Singh,2.45 acres,Agricultural,Active,9914.81,URBAN,26.9663,81.5442,16061992.2,1.11,200000,18028811.34,36057622.68,8,13,6,13,45,43,61,39,29,48,100,4,1,2,3,3,1,0,100,100,100,0,10,313,413,100,1,Ramesh Deshmukh,Rahul Singh,03-07-2025,12-05-2026
UP-LKO-2026-10599,P005,Railway,Tamil Nadu,Chennai,Kolathur,21-Jan,1,Rahul Singh,1.37 acres,Commercial,Active,5544.2,RURAL,26.9665,81.5452,10467449.6,3.35,200000,35265956.16,70531912.32,3,4,5,21,48,35,37,74,24,45,64,1,2,0,2,3,2,0,25,0,50,0,0,302,464,162,1,Rajesh Joshi,Rahul Singh,06-04-2025,02-02-2026
UP-LKO-2026-10600,P005,Railway,Uttar Pradesh,Varanasi,Sarnath,249/1,1,Amit Yadav,1.22 acres,Agricultural,Pending Review,4937.17,RURAL,26.9667,81.5462,10703784.56,2.46,50000,26381310.02,52762620.04,9,13,20,21,57,34,36,88,30,16,38,2,3,0,4,1,1,1,75,100,0,1,3,359,477,118,1,Deepa Verma,Amit Yadav,25-05-2025,19-05-2026
UP-LKO-2026-10601,P005,Highway,Uttar Pradesh,Lucknow,Malhaur,225/A,A,Rahul Devi,3.84 acres,Multi-crop,Disputed,15539.94,URBAN,26.9669,81.5472,29556965.88,1.6,200000,47491145.41,94982290.82,8,8,20,29,60,14,81,99,21,56,135,4,1,0,4,1,1,1,75,100,0,0,1,333,555,222,1,Meena Reddy,Rahul Devi,02-02-2025,01-01-2026
UP-LKO-2026-10602,P001,Railway,Maharashtra,Pune,Hinjewadi,246/B,B,Anjali Sharma,3.58 acres,Multi-crop,Active,14487.76,URBAN,26.9671,81.5482,17559165.12,1.51,200000,26714339.33,53428678.66,3,8,19,17,17,28,53,90,84,14,96,3,0,1,2,2,0,0,0,0,50,3,0,314,363,49,1,Deepa Yadav,Anjali Sharma,03-10-2025,13-08-2026
UP-LKO-2026-10603,P009,Railway,Bihar,Siwan,XYZ Village,126/2A,2A,Vikram Devi,4.63 acres,Agricultural,Active,18736.96,RURAL,26.9673,81.5492,68408640.96,2.69,0,184019244.2,368038488.4,6,6,0,25,26,20,71,95,86,23,0,5,3,1,2,2,2,0,25,0,100,1,10,377,496,119,1,Ramesh Deshmukh,Vikram Devi,01-07-2025,13-07-2026
UP-LKO-2026-10604,P004,Railway,Maharashtra,Nashik,Ozar,68/A,A,Neha Kumar,3.16 acres,Residential,Active,12788.08,RURAL,26.9675,81.5502,16445470.88,3.16,0,51967687.98,103935376,1,6,6,14,45,32,41,113,55,54,115,2,0,0,4,3,1,2,50,0,100,2,10,213,729,516,1,Ramesh Singh,Neha Kumar,05-11-2025,06-06-2026
UP-LKO-2026-10605,P003,Railway,Bihar,Siwan,XYZ Village,207/1,1,Manoj Kumar,2.13 acres,Agricultural,Active,8619.81,RURAL,26.9677,81.5512,18429153.78,3.25,0,59894749.79,119789499.6,10,10,20,19,52,35,65,92,64,37,143,4,2,0,4,0,2,0,100,0,100,0,6,222,454,232,1,Priya Verma,Manoj Kumar,24-04-2025,02-12-2025
UP-LKO-2026-10606,P004,Railway,Bihar,Siwan,XYZ Village,178/3,3,Pooja Mishra,1.73 acres,Multi-crop,Active,7001.07,RURAL,26.9679,81.5522,27241163.37,3.78,0,102971597.5,205943195.1,6,7,15,23,48,34,59,102,53,20,139,3,3,1,0,0,0,0,50,0,0,3,6,277,339,62,1,Kavita Yadav,Pooja Mishra,07-04-2025,09-01-2026
UP-LKO-2026-10607,P003,Railway,Maharashtra,Nashik,Ozar,43/3,3,Rahul Singh,4.06 acres,Commercial,Pending Review,16430.25,RURAL,26.9681,81.5532,27389226.75,2.56,200000,70316420.48,140632841,3,3,3,27,41,42,61,45,97,55,85,3,1,1,3,0,2,0,0,0,100,0,7,399,458,59,1,Ramesh Das,Rahul Singh,16-12-2025,19-01-2027
UP-LKO-2026-10608,P008,Highway,Tamil Nadu,Coonor,Hubbathala,81/1,1,Rahul Devi,4.74 acres,Residential,Verified,19182.12,RURAL,26.9683,81.5542,67751247.84,2.5,0,169378119.6,338756239.2,5,9,10,19,18,24,86,89,70,23,97,2,3,0,4,1,1,2,50,0,100,1,6,245,644,399,1,Deepa Reddy,Rahul Devi,22-07-2025,24-03-2026
UP-LKO-2026-10609,P005,Highway,Maharashtra,Nashik,Ozar,224/1,1,Sunita Verma,4.39 acres,Commercial,Pending Review,17765.72,RURAL,26.9685,81.5552,17890080.04,2.68,50000,47995414.51,95990829.01,8,13,2,27,54,32,76,43,98,59,85,3,0,1,1,3,0,2,0,0,50,1,3,391,719,328,1,Ramesh Sharma,Sunita Verma,23-12-2025,18-01-2027
UP-LKO-2026-10610,P005,Transmission,Maharashtra,Nagpur,Butibori,180/B,B,Anjali Yadav,4.89 acres,Residential,Verified,19789.15,URBAN,26.9687,81.5562,28278695.35,1.69,0,47790995.14,95581990.28,2,4,9,11,37,26,48,72,48,34,147,2,1,0,0,0,0,2,100,50,0,0,6,248,516,268,1,Ramesh Das,Anjali Yadav,24-08-2025,29-04-2026
UP-LKO-2026-10611,P008,Transmission,Tamil Nadu,Chennai,Kolathur,19/2A,2A,Anjali Singh,4.1 acres,Multi-crop,Active,16592.13,RURAL,26.9689,81.5572,19744634.7,2.3,0,45412659.81,90825319.62,5,6,0,16,19,11,77,76,99,32,0,1,3,2,0,1,0,0,50,0,100,2,2,300,360,60,1,Rajesh Iyer,Anjali Singh,01-08-2025,28-05-2026
UP-LKO-2026-10612,P004,Highway,Maharashtra,Nagpur,Butibori,140/2A,2A,Sunita Singh,2.74 acres,Agricultural,Verified,11088.4,URBAN,26.9691,81.5582,30803575.2,1.76,50000,54264292.35,108528584.7,9,12,5,28,26,33,34,101,65,32,148,5,2,1,4,2,1,0,100,50,0,2,4,288,424,136,1,Meena Singh,Sunita Singh,03-03-2025,16-12-2025
UP-LKO-2026-10613,P002,Railway,Maharashtra,Pune,Hinjewadi,225/1,1,Sunita Kumar,3.26 acres,Agricultural,Verified,13192.76,URBAN,26.9693,81.5592,28430397.8,1.07,0,30420525.65,60841051.29,2,5,19,10,35,22,84,65,81,33,81,0,0,1,0,2,2,0,50,0,50,3,3,369,480,111,1,Rajesh Patil,Sunita Kumar,31-07-2025,04-08-2026
UP-LKO-2026-10614,P005,Highway,Bihar,Muzaffarpur,PQR Village,171/2A,2A,Vikram Kumar,4.37 acres,Commercial,Disputed,17684.78,RURAL,26.9695,81.5602,22707257.52,2.83,200000,64461538.78,128923077.6,2,3,0,27,60,43,35,42,36,57,0,0,0,0,4,0,1,0,100,0,100,2,2,240,345,105,1,Rajesh Iyer,Vikram Kumar,23-02-2025,21-10-2025
UP-LKO-2026-10615,P003,Transmission,Uttar Pradesh,Varanasi,Sarnath,144/A,A,Ramesh Yadav,1.53 acres,Commercial,Disputed,6191.7,RURAL,26.9697,81.5612,12792052.2,2.33,200000,30005481.63,60010963.25,3,3,16,23,46,32,83,71,48,45,138,1,1,1,3,1,1,2,50,0,100,3,7,362,663,301,1,Suresh Sharma,Ramesh Yadav,29-07-2025,26-07-2026
UP-LKO-2026-10616,P009,Transmission,Uttar Pradesh,Lucknow,Malhaur,118/3,3,Sunita Devi,0.82 acres,Multi-crop,Disputed,3318.43,URBAN,26.9699,81.5622,5087153.19,1.31,50000,6714170.679,13428341.36,1,4,10,13,28,12,42,80,96,40,95,2,3,1,2,2,1,1,50,0,0,1,8,348,536,188,1,Priya Patil,Sunita Devi,22-03-2025,05-03-2026
UP-LKO-2026-10617,P001,Transmission,Maharashtra,Nashik,Ozar,61/1,1,Priya Verma,4.82 acres,Multi-crop,Verified,19505.87,RURAL,26.9701,81.5632,38231505.2,3.87,200000,148155925.1,296311850.2,6,8,11,29,47,11,30,69,37,28,64,4,1,1,1,0,2,1,50,0,50,3,7,334,461,127,1,Meena Sharma,Priya Verma,20-10-2025,19-09-2026
UP-LKO-2026-10618,P008,Transmission,Uttar Pradesh,Varanasi,Sarnath,241/2A,2A,Pooja Kumar,1.58 acres,Residential,Active,6394.04,RURAL,26.9703,81.5642,8561619.56,3.52,200000,30336900.85,60673801.7,10,14,1,13,32,43,90,118,87,56,37,5,0,1,1,1,2,1,100,0,0,2,3,298,679,381,1,Deepa Yadav,Pooja Kumar,22-09-2025,17-07-2026
UP-LKO-2026-10619,P003,Highway,Bihar,Patna,ABC Village,48/1,1,Pooja Devi,0.95 acres,Residential,Pending Review,3844.52,RURAL,26.9705,81.5652,7727485.2,3.06,0,23646104.71,47292209.42,8,11,10,22,31,13,58,84,48,10,30,3,1,1,4,1,1,0,75,50,100,0,4,349,341,0,0,Rajesh Das,Pooja Devi,06-07-2025,20-06-2026
UP-LKO-2026-10620,P002,Transmission,Bihar,Patna,ABC Village,194/B,B,Neha Mishra,3.23 acres,Agricultural,Active,13071.36,RURAL,26.9707,81.5662,22378168.32,2.39,200000,53683822.28,107367644.6,4,9,2,12,45,34,51,52,82,54,87,5,1,1,2,1,1,1,50,0,100,2,0,348,525,177,1,Kavita Sharma,Neha Mishra,22-09-2025,05-09-2026
UP-LKO-2026-10621,P008,Highway,Bihar,Muzaffarpur,PQR Village,215/1,1,Sunita Sharma,4.5 acres,Agricultural,Active,18210.87,RURAL,26.9709,81.5672,51391075.14,2.78,50000,142917188.9,285834377.8,9,11,14,21,29,20,76,59,51,32,124,3,1,0,1,0,0,0,50,0,100,0,4,260,288,28,1,Kavita Singh,Sunita Sharma,30-04-2025,15-01-2026
UP-LKO-2026-10622,P005,Transmission,Maharashtra,Nagpur,Butibori,70/3,3,Anjali Mishra,3.08 acres,Agricultural,Disputed,12464.33,URBAN,26.9711,81.5682,38277957.43,1.75,0,66986425.5,133972851,7,8,3,27,57,43,83,51,18,47,97,5,1,2,1,3,1,0,50,0,100,3,9,377,461,84,1,Deepa Verma,Anjali Mishra,25-08-2025,06-09-2026
UP-LKO-2026-10623,P004,Highway,Tamil Nadu,Karaikudi,Kanadukathan,171/A,A,Amit Devi,2.45 acres,Multi-crop,Disputed,9914.81,RURAL,26.9713,81.5692,35266979.17,2.43,200000,85898759.38,171797518.8,6,11,2,11,50,14,64,88,68,33,149,1,3,1,2,0,0,0,0,0,100,2,9,208,328,120,1,Rajesh Verma,Amit Devi,30-03-2025,24-10-2025
UP-LKO-2026-10624,P005,Railway,Tamil Nadu,Chennai,Kolathur,89/3,3,Neha Devi,4.54 acres,Agricultural,Disputed,18372.74,RURAL,26.9715,81.5702,20614214.28,3.08,200000,63691779.98,127383560,8,11,20,18,27,32,88,76,22,29,47,2,0,1,2,0,2,2,100,100,50,2,3,351,622,271,1,Ramesh Das,Neha Devi,09-06-2025,26-05-2026
UP-LKO-2026-10625,P005,Railway,Maharashtra,Pune,Hinjewadi,12-Jan,1,Ramesh Gupta,1.27 acres,Agricultural,Pending Review,5139.51,URBAN,26.9717,81.5712,11147597.19,1.33,200000,15026304.26,30052608.53,6,10,2,11,47,29,45,104,89,32,133,0,1,0,1,0,0,0,75,100,50,0,3,246,357,111,1,Kavita Yadav,Ramesh Gupta,11-04-2025,13-12-2025
UP-LKO-2026-10626,P002,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,204/3,3,Anjali Kumar,1.41 acres,Commercial,Disputed,5706.07,RURAL,26.9719,81.5722,11931392.37,2.33,50000,27850144.22,55700288.44,7,7,1,23,47,43,76,107,98,36,133,1,2,0,2,1,2,0,50,0,100,1,5,247,550,303,1,Suresh Sharma,Anjali Kumar,17-06-2025,19-02-2026
UP-LKO-2026-10627,P008,Highway,Bihar,Muzaffarpur,PQR Village,42/A,A,Vikram Verma,0.89 acres,Agricultural,Verified,3601.71,RURAL,26.9721,81.5732,7145792.64,3.06,200000,22066125.48,44132250.96,4,4,15,25,47,11,46,111,100,42,29,0,2,0,1,1,1,1,75,50,50,1,7,381,577,196,1,Ramesh Verma,Vikram Verma,07-08-2025,23-08-2026
UP-LKO-2026-10628,P006,Transmission,Tamil Nadu,Coonor,Hubbathala,238/A,A,Manoj Yadav,4.32 acres,Residential,Pending Review,17482.44,RURAL,26.9723,81.5742,58828410.6,2.02,50000,118883389.4,237766778.8,5,7,2,25,17,14,32,110,70,23,75,1,0,2,1,0,0,0,0,0,50,0,8,208,291,83,1,Rajesh Yadav,Manoj Yadav,26-06-2025,20-01-2026
UP-LKO-2026-10629,P004,Transmission,Bihar,Patna,ABC Village,193/A,A,Neha Mishra,1.23 acres,Agricultural,Verified,4977.64,RURAL,26.9725,81.5752,9497337.12,2.58,0,24503129.77,49006259.54,8,12,3,17,54,45,65,110,63,12,66,2,3,1,0,2,1,0,100,50,100,0,6,209,471,262,1,Deepa Patil,Neha Mishra,04-02-2025,01-09-2025
UP-LKO-2026-10630,P007,Transmission,Tamil Nadu,Coonor,Hubbathala,96/2A,2A,Sunita Verma,0.6 acres,Agricultural,Disputed,2428.12,RURAL,26.9727,81.5762,7289216.24,3.1,200000,22796570.34,45593140.69,5,5,13,28,55,33,44,107,73,31,37,2,1,1,0,1,1,0,100,50,0,1,2,279,446,167,1,Suresh Das,Sunita Verma,01-08-2025,07-05-2026
